4378 7
77940006.04609509 0.004692574691642558 45982343.203367546 2317410508465.7173 0.0 0.275 0.725
78193315.26412249 0.004692574745781644 45982343.38020309 2317410544114.2314 0.0 0.275 0.725
95808688.90288083 0.004692578510667231 45982355.677518524 2317413023147.5117 0.0 0.275 0.725
108689137.11858076 0.004692581263570169 45982364.669372156 2317414835829.311 0.0 0.275 0.725
123770148.9231844 0.004692584486793538 45982375.19743693 2317416958199.663 0.0 0.275 0.725
135969425.94903305 0.004692587094111622 45982383.71375713 2317418675020.097 0.0 0.275 0.725
149562274.50258556 0.004692589911694069 45982392.91686327 2317420530292.0264 0.0 0.275 0.725
154974562.27661502 0.004692590451023236 45982394.67848071 2317420885420.014 0.0 0.275 0.725
160055091.07576096 0.004692590957292946 45982396.33211552 2317421218779.604 0.0 0.275 0.725
169404682.33760446 0.0046925918889705424 45982399.37526489 2317421832254.341 0.0 0.275 0.725
177889055.59983197 0.004692592734430015 45982402.13679865 2317422388957.7134 0.0 0.275 0.725
185692110.64043263 0.004692593511996794 45982404.67657345 2317422900956.322 0.0 0.275 0.725
189888426.7951437 0.004692593930155582 45982406.04240992 2317423176298.238 0.0 0.275 0.725
197814158.83817062 0.004692594719947004 45982408.62211377 2317423696346.3604 0.0 0.275 0.725
208736630.33218047 0.004692595808360573 45982412.17720973 2317424413026.0493 0.0 0.275 0.725
215491116.82361236 0.004692596481438525 45982414.375690594 2317424856222.7725 0.0 0.275 0.725
221894195.5436989 0.004692596993429842 45982416.04801253 2317425193349.9707 0.0 0.275 0.725
227991782.7750748 0.004692597258648463 45982416.9142985 2317425367986.551 0.0 0.275 0.725
233820923.65721354 0.00469259751219083 45982417.74244618 2317425534934.757 0.0 0.275 0.725
239411990.29687855 0.004692597755378 45982418.53677056 2317425695064.4536 0.0 0.275 0.725
244762377.35361406 0.004692597988096651 45982419.29690151 2317425848301.023 0.0 0.275 0.725
249923096.93003318 0.0046925982125655885 45982420.030086294 2317425996105.465 0.0 0.275 0.725
254911945.2977492 0.004692598429558874 45982420.7388533 2317426138987.4707 0.0 0.275 0.725
259744208.4824396 0.0046925986397413815 45982421.42537418 2317426277384.8354 0.0 0.275 0.725
265473934.93622974 0.0046925988889596525 45982422.23939787 2317426441485.801 0.0 0.275 0.725
271009097.5486834 0.004692599129715239 45982423.02577979 2317426600014.406 0.0 0.275 0.725
276367624.38436973 0.0046925993627879355 45982423.787067 2317426753484.1157 0.0 0.275 0.725
281564963.7845588 0.004692599588849676 45982424.52545425 2317426902337.3745 0.0 0.275 0.725
286732770.79926085 0.004692599813626887 45982425.25964581 2317427050344.8203 0.0 0.275 0.725
291758270.9676764 0.004692600006530891 45982425.88972965 2317427177364.9453 0.0 0.275 0.725
296652501.21139354 0.004692600119217696 45982426.25779942 2317427251565.0234 0.0 0.275 0.725
301425208.4403108 0.0046926002291065045 45982426.61673006 2317427323922.725 0.0 0.275 0.725
306085047.9644418 0.0046926003363966 45982426.9671725 2317427394569.2715 0.0 0.275 0.725
312879982.9091588 0.004692600492846024 45982427.478184424 2317427497585.4126 0.0 0.275 0.725
319460971.49489635 0.00469260064436946 45982427.97310654 2317427597357.9736 0.0 0.275 0.725
324678105.2501676 0.00469260076449093 45982428.36546019 2317427676453.507 0.0 0.275 0.725
329775514.0117915 0.004692600881855803 45982428.74880992 2317427753733.923 0.0 0.275 0.725
334761454.220763 0.004692600996654176 45982429.12377667 2317427829324.395 0.0 0.275 0.725
339643329.5006323 0.004692601109056515 45982429.49091724 2317427903337.1685 0.0 0.275 0.725
343434071.2954308 0.00469260119633614 45982429.77599931 2317427960807.5664 0.0 0.275 0.725
347166944.0364739 0.0046926012822833645 45982430.056729324 2317428017400.6274 0.0 0.275 0.725
350844732.30537415 0.0046926013669623 45982430.333316736 2317428073158.569 0.0 0.275 0.725
354470018.88037056 0.0046926014504324156 45982430.60595575 2317428128120.5464 0.0 0.275 0.725
361572756.82591236 0.004692601611852023 45982431.13320174 2317428234409.3774 0.0 0.275 0.725
365054303.7737641 0.004692601657662341 45982431.2828323 2317428264573.7744 0.0 0.275 0.725
366778514.1501696 0.004692601680349562 45982431.35693572 2317428279512.4688 0.0 0.275 0.725
368492001.3885516 0.004692601702895687 45982431.430578284 2317428294358.2573 0.0 0.275 0.725
371463084.6125415 0.004692601741989305 45982431.558270045 2317428320099.957 0.0 0.275 0.725
377313587.7526168 0.004692601818970432 45982431.80971401 2317428370789.177 0.0 0.275 0.725
380195004.05751204 0.00469260185688421 45982431.93355205 2317428395753.9956 0.0 0.275 0.725
383048567.8536623 0.004692601894431502 45982432.05619302 2317428420477.497 0.0 0.275 0.725
385875203.0139142 0.004692601931624468 45982432.17767666 2317428444967.688 0.0 0.275 0.725
391451278.2039228 0.0046926020049946615 45982432.41732621 2317428493279.243 0.0 0.275 0.725
394637459.6118875 0.0046926020469185495 45982432.5542625 2317428520884.5713 0.0 0.275 0.725
397792030.94499403 0.004692602088426511 45982432.68984023 2317428548216.027 0.0 0.275 0.725
400916110.88049155 0.004692602129533264 45982432.82410748 2317428575283.302 0.0 0.275 0.725
404010759.9889099 0.0046926021702527665 45982432.95710986 2317428602095.5864 0.0 0.275 0.725
409368445.10864294 0.004692602240749377 45982433.18737341 2317428648514.9946 0.0 0.275 0.725
412016066.01496625 0.0046926022755868655 45982433.30116333 2317428671454.1914 0.0 0.275 0.725
414643702.5542593 0.0046926023101614 45982433.414094366 2317428694220.2427 0.0 0.275 0.725
419841355.7859172 0.004692602378552305 45982433.63748002 2317428739253.122 0.0 0.275 0.725
424965564.439324 0.004692602445976823 45982433.85770916 2317428783649.672 0.0 0.275 0.725
430020273.5676667 0.004692602512486864 45982434.07495135 2317428827444.0728 0.0 0.275 0.725
